classe;caderno;grupo;codigo_cc;descricao;unid;nova;codins;insumo;unidins;tipo_insumo;nome_obra;id_ccoi_elemento;id_appropriation_composition;app_inicio;app_fim;qntd;qs;data;qntd_acum;qs_acum;ip_d;ip_acum;elemento
AZULEJOS;EDIF;REVESTIMENTOS;11-02-29;AZULEJOS, JUNTA AMARRAÇÃO OU A PRUMO - ASSENTES COM ARGAMASSA COLANTE;M2;0;2020;PEDREIRO (SGSP);H;MAO DE OBRA;OBRA_C;4299;20759;2021-02-09 10:15:00 UTC;2021-02-09 17:00:00 UTC;5,75;16,37;2021-02-09 13:37:30 UTC;5,75;16,37;0,351252291;0,351252291;1
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
CONCRETO USINADO;INFRA;GALERIAS MOLDADAS, CÓRREGOS E DRENAGEM;07-17-00;FORNECIMENTO E APLICAÇÃO DE CONCRETO USINADO FCK=30,0MPA;M3;0;2020;PEDREIRO (SGSP);H;MAO DE OBRA;;1896;2637;2021-02-10 10:35:00 UTC;2021-02-10 14:10:00 UTC;10,75;24;2021-02-10 12:22:30 UTC;42,83;84;0,447916667;0,509880952;5
CONCRETO USINADO;INFRA;GALERIAS MOLDADAS, CÓRREGOS E DRENAGEM;07-17-00;FORNECIMENTO E APLICAÇÃO DE CONCRETO USINADO FCK=30,0MPA;M3;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;1897;2638;2021-02-10 10:35:00 UTC;2021-02-10 14:10:00 UTC;14,33;24;2021-02-10 12:22:30 UTC;66,58;84;0,597083333;0,792619048;5
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
BASE BG E BGTC;INFRA;PAVIMENTAÇÃO;05-48-00;BASE DE BRITA GRADUADA;M3;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;1861;3197;2021-02-15 08:33:00 UTC;2021-02-15 10:15:00 UTC;3,33;14,4;2021-02-15 09:24:00 UTC;3,33;14,4;0,23125;0,23125;1
BASE BG E BGTC;INFRA;PAVIMENTAÇÃO;05-48-00;BASE DE BRITA GRADUADA;M3;0;;BRITA GRADUADA SIMPLES;M3;MATERIAL;;704;19839;2021-02-15 08:33:00 UTC;2021-02-15 10:15:00 UTC;14,4;14,4;2021-02-15 09:24:00 UTC;14,4;14,4;1;1;1
ARMADURA - TELA;INFRA;GALERIAS MOLDADAS, CÓRREGOS E DRENAGEM;07-12-00;FORNECIMENTO E APLICAÇÃO DE TELA DE AÇO;KG;0;;ARMADOR (SGSP);H;MAO DE OBRA;;1944;33596;2021-02-15 09:01:00 UTC;2021-02-15 10:01:00 UTC;3;360;2021-02-15 09:31:00 UTC;51,59333333;3960;0,008333333;0,01302862;11
ARMADURA - TELA;INFRA;GALERIAS MOLDADAS, CÓRREGOS E DRENAGEM;07-12-00;FORNECIMENTO E APLICAÇÃO DE TELA DE AÇO;KG;0;27540;TELA SOLDADA NERVURADA Q-196 PAINEL (AÇO CA60 - MALHA 10 X 10 CM - FIO 5,0 MM);KG;MATERIAL;;788;33598;2021-02-15 09:01:00 UTC;2021-02-15 10:01:00 UTC;360;360;2021-02-15 09:31:00 UTC;3960;3960;1;1;11
ARMADURA - TELA;INFRA;PONTES E VIADUTOS;08-23-00;FORNECIMENTO E APLICAÇÃO DE TELA DE AÇO;KG;0;;ARMADOR (SGSP);H;MAO DE OBRA;;1945;33596;2021-02-15 09:01:00 UTC;2021-02-15 10:01:00 UTC;3;360;2021-02-15 09:31:00 UTC;54,59333333;4320;0,008333333;0,012637346;12
ARMADURA - TELA;INFRA;PONTES E VIADUTOS;08-23-00;FORNECIMENTO E APLICAÇÃO DE TELA DE AÇO;KG;0;27540;TELA SOLDADA NERVURADA Q-196 PAINEL (AÇO CA60 - MALHA 10 X 10 CM - FIO 5,0 MM);KG;MATERIAL;;789;33598;2021-02-15 09:01:00 UTC;2021-02-15 10:01:00 UTC;360;360;2021-02-15 09:31:00 UTC;4320;4320;1;1;12
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
ESCAVAÇÃO MANUAL;INFRA;MOVIMENTO DE TERRA;04-01-00;ESCAVAÇÃO MANUAL PARA FUNDAÇÕES E VALAS COM PROFUNDIDADE MÉDIA MENOR OU IGUAL À 1,50M;M3;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;3737;19106;2021-02-15 08:14:00 UTC;2021-02-15 15:00:00 UTC;60,9;11,06;2021-02-15 11:37:00 UTC;60,9;11,06;5,506329114;5,506329114;1
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
CONCRETO USINADO;INFRA;GALERIAS MOLDADAS, CÓRREGOS E DRENAGEM;07-17-00;FORNECIMENTO E APLICAÇÃO DE CONCRETO USINADO FCK=30,0MPA;M3;0;2020;PEDREIRO (SGSP);H;MAO DE OBRA;;1898;2641;2021-02-15 10:40:00 UTC;2021-02-15 16:00:00 UTC;5,33;22;2021-02-15 13:20:00 UTC;48,16;106;0,242272727;0,454339623;6
CONCRETO USINADO;INFRA;GALERIAS MOLDADAS, CÓRREGOS E DRENAGEM;07-17-00;FORNECIMENTO E APLICAÇÃO DE CONCRETO USINADO FCK=30,0MPA;M3;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;1899;2642;2021-02-15 10:40:00 UTC;2021-02-15 16:00:00 UTC;21,33;22;2021-02-15 13:20:00 UTC;87,91;106;0,969545455;0,829339623;6
CONCRETO USINADO;INFRA;GALERIAS MOLDADAS, CÓRREGOS E DRENAGEM;07-17-00;FORNECIMENTO E APLICAÇÃO DE CONCRETO USINADO FCK=30,0MPA;M3;0;2020;PEDREIRO (SGSP);H;MAO DE OBRA;;1900;2645;2021-02-16 08:40:00 UTC;2021-02-16 10:25:00 UTC;5,25;16;2021-02-16 09:32:30 UTC;53,41;122;0,328125;0,437786885;7
CONCRETO USINADO;INFRA;GALERIAS MOLDADAS, CÓRREGOS E DRENAGEM;07-17-00;FORNECIMENTO E APLICAÇÃO DE CONCRETO USINADO FCK=30,0MPA;M3;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;1901;2646;2021-02-16 08:40:00 UTC;2021-02-16 10:25:00 UTC;8,75;16;2021-02-16 09:32:30 UTC;96,66;122;0,546875;0,792295082;7
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
CARGA MECANIZADA E REMOÇÃO 1;INFRA;PONTES E VIADUTOS;08-80-00;CARGA E REMOÇÃO DE ENTULHO ATÉ A DISTÂNCIA MÉDIA DE IDA E VOLTA DE 1KM;M3;0;;CAMINHÃO BASCULANTE;H;EQUIPAMENTO;;3668;19286;2021-02-17 10:00:00 UTC;2021-02-17 12:00:00 UTC;0,98;22,41;2021-02-17 11:00:00 UTC;0,98;22,41;0,043730477;0,043730477;1
CARGA MECANIZADA E REMOÇÃO 1;INFRA;PONTES E VIADUTOS;08-80-00;CARGA E REMOÇÃO DE ENTULHO ATÉ A DISTÂNCIA MÉDIA DE IDA E VOLTA DE 1KM;M3;0;;ESCAVADEIRA HIDRÁULICA;H;EQUIPAMENTO;;3669;19288;2021-02-17 10:00:00 UTC;2021-02-17 12:00:00 UTC;0,9;22,41;2021-02-17 11:00:00 UTC;0,9;22,41;0,040160643;0,040160643;1
NÃO APROPRIADAS;EDIF;SERVICOS PRELIMINARES;01-03-06;ATERRO, INCLUSIVE COMPACTAÇÃO;M3;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;OBRA_B;4128;22327;2021-02-17 10:00:00 UTC;2021-02-17 12:25:00 UTC;2,41666;4;2021-02-17 11:12:30 UTC;2,41666;4;0,604165;0,604165;1
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
ESCAVAÇÃO MANUAL;INFRA;MOVIMENTO DE TERRA;04-01-00;ESCAVAÇÃO MANUAL PARA FUNDAÇÕES E VALAS COM PROFUNDIDADE MÉDIA MENOR OU IGUAL À 1,50M;M3;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;3738;19108;2021-02-17 08:00:00 UTC;2021-02-17 16:00:00 UTC;74;11,13;2021-02-17 12:00:00 UTC;134,9;22,19;6,648697215;6,079315007;2
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
CONCRETO VIRADO NA OBRA;EDIF;FUNDAÇÕES;02-05-06;CONCRETO FCK=20,0MPA - VIRADO NA OBRA;M3;0;2020;PEDREIRO (SGSP);H;MAO DE OBRA;OBRA_B;4154;16566;2021-02-17 13:36:00 UTC;2021-02-17 16:00:00 UTC;2,4;0,8;2021-02-17 14:48:00 UTC;2,4;0,8;3;3;1
CONCRETO VIRADO NA OBRA;EDIF;FUNDAÇÕES;02-05-06;CONCRETO FCK=20,0MPA - VIRADO NA OBRA;M3;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;OBRA_B;4155;16567;2021-02-17 13:36:00 UTC;2021-02-17 16:00:00 UTC;2,4;0,8;2021-02-17 14:48:00 UTC;2,4;0,8;3;3;1
CONCRETO USINADO;INFRA;GALERIAS MOLDADAS, CÓRREGOS E DRENAGEM;07-17-00;FORNECIMENTO E APLICAÇÃO DE CONCRETO USINADO FCK=30,0MPA;M3;0;2020;PEDREIRO (SGSP);H;MAO DE OBRA;;1902;2649;2021-02-17 13:51:00 UTC;2021-02-17 17:15:00 UTC;17;21,5;2021-02-17 15:33:00 UTC;70,41;143,5;0,790697674;0,490662021;8
CONCRETO USINADO;INFRA;GALERIAS MOLDADAS, CÓRREGOS E DRENAGEM;07-17-00;FORNECIMENTO E APLICAÇÃO DE CONCRETO USINADO FCK=30,0MPA;M3;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;1903;2650;2021-02-17 13:51:00 UTC;2021-02-17 17:15:00 UTC;20,4;21,5;2021-02-17 15:33:00 UTC;117,06;143,5;0,948837209;0,815749129;8
AZULEJOS;EDIF;REVESTIMENTOS;11-02-29;AZULEJOS, JUNTA AMARRAÇÃO OU A PRUMO - ASSENTES COM ARGAMASSA COLANTE;M2;0;;ARGAMASSA COLANTE;KG;MATERIAL;OBRA_C;4295;20757;2021-02-18 07:00:00 UTC;2021-02-18 14:00:00 UTC;140;24;2021-02-18 10:30:00 UTC;240;40,37;5,833333333;5,94500867;2
AZULEJOS;EDIF;REVESTIMENTOS;11-02-29;AZULEJOS, JUNTA AMARRAÇÃO OU A PRUMO - ASSENTES COM ARGAMASSA COLANTE;M2;0;2020;PEDREIRO (SGSP);H;MAO DE OBRA;OBRA_C;4297;20754;2021-02-18 07:00:00 UTC;2021-02-18 14:00:00 UTC;6;24;2021-02-18 10:30:00 UTC;11,75;40,37;0,25;0,291057716;2
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
CARGA MECANIZADA E REMOÇÃO 1;INFRA;PONTES E VIADUTOS;08-80-00;CARGA E REMOÇÃO DE ENTULHO ATÉ A DISTÂNCIA MÉDIA DE IDA E VOLTA DE 1KM;M3;0;;CAMINHÃO BASCULANTE;H;EQUIPAMENTO;;3607;19146;2021-02-18 07:00:00 UTC;2021-02-18 16:00:00 UTC;1,03;21,58;2021-02-18 11:30:00 UTC;2,01;43,99;0,047729379;0,045692203;2
CARGA MECANIZADA E REMOÇÃO 1;INFRA;PONTES E VIADUTOS;08-80-00;CARGA E REMOÇÃO DE ENTULHO ATÉ A DISTÂNCIA MÉDIA DE IDA E VOLTA DE 1KM;M3;0;;ESCAVADEIRA HIDRÁULICA;H;EQUIPAMENTO;;3606;19151;2021-02-18 07:00:00 UTC;2021-02-18 16:00:00 UTC;1;21,58;2021-02-18 11:30:00 UTC;1,9;43,99;0,046339203;0,043191634;2
ESCAVAÇÃO MANUAL;INFRA;MOVIMENTO DE TERRA;04-01-00;ESCAVAÇÃO MANUAL PARA FUNDAÇÕES E VALAS COM PROFUNDIDADE MÉDIA MENOR OU IGUAL À 1,50M;M3;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;3739;19110;2021-02-18 07:00:00 UTC;2021-02-18 16:04:00 UTC;76,47;7,7;2021-02-18 11:32:00 UTC;211,37;29,89;9,931168831;7,071595851;3
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
CONCRETO VIRADO NA OBRA;EDIF;FUNDAÇÕES;02-05-06;CONCRETO FCK=20,0MPA - VIRADO NA OBRA;M3;0;2020;PEDREIRO (SGSP);H;MAO DE OBRA;OBRA_B;4149;16553;2021-02-18 13:36:00 UTC;2021-02-18 15:50:00 UTC;1,2;0,4;2021-02-18 14:43:00 UTC;3,6;1,2;3;3;2
CONCRETO VIRADO NA OBRA;EDIF;FUNDAÇÕES;02-05-06;CONCRETO FCK=20,0MPA - VIRADO NA OBRA;M3;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;OBRA_B;4148;16554;2021-02-18 13:36:00 UTC;2021-02-18 15:50:00 UTC;1,2;0,4;2021-02-18 14:43:00 UTC;3,6;1,2;3;3;2
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
ESCAVAÇÃO MANUAL;INFRA;MOVIMENTO DE TERRA;04-01-00;ESCAVAÇÃO MANUAL PARA FUNDAÇÕES E VALAS COM PROFUNDIDADE MÉDIA MENOR OU IGUAL À 1,50M;M3;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;3740;19111;2021-02-19 07:00:00 UTC;2021-02-19 16:00:00 UTC;18;1,68;2021-02-19 11:30:00 UTC;229,37;31,57;10,71428571;7,265441875;4
ARMADURA;INFRA;PONTES E VIADUTOS;08-20-00;"FORNECIMENTO E APLICAÇÃO DE AÇO CA-50 - DIÂMETRO MENOR QUE 1/2""";KG;0;;ARMADOR (SGSP);H;MAO DE OBRA;;3874;18758;2021-02-19 07:00:00 UTC;2021-02-19 17:00:00 UTC;5,6;172,76;2021-02-19 12:00:00 UTC;5,6;172,76;0,032414911;0,032414911;1
ARMADURA;INFRA;PONTES E VIADUTOS;08-20-00;"FORNECIMENTO E APLICAÇÃO DE AÇO CA-50 - DIÂMETRO MENOR QUE 1/2""";KG;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;3873;18757;2021-02-19 07:00:00 UTC;2021-02-19 17:00:00 UTC;8,6;172,76;2021-02-19 12:00:00 UTC;8,6;172,76;0,049780042;0,049780042;1
CONCRETO USINADO;INFRA;GALERIAS MOLDADAS, CÓRREGOS E DRENAGEM;07-17-00;FORNECIMENTO E APLICAÇÃO DE CONCRETO USINADO FCK=30,0MPA;M3;0;2020;PEDREIRO (SGSP);H;MAO DE OBRA;;1904;2653;2021-02-19 10:10:00 UTC;2021-02-19 15:20:00 UTC;25,83;24;2021-02-19 12:45:00 UTC;96,24;167,5;1,07625;0,574567164;9
CONCRETO USINADO;INFRA;GALERIAS MOLDADAS, CÓRREGOS E DRENAGEM;07-17-00;FORNECIMENTO E APLICAÇÃO DE CONCRETO USINADO FCK=30,0MPA;M3;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;1905;2654;2021-02-19 10:10:00 UTC;2021-02-19 15:20:00 UTC;25,83;24;2021-02-19 12:45:00 UTC;142,89;167,5;1,07625;0,853074627;9
ESCAVAÇÃO MANUAL;INFRA;MOVIMENTO DE TERRA;04-01-00;ESCAVAÇÃO MANUAL PARA FUNDAÇÕES E VALAS COM PROFUNDIDADE MÉDIA MENOR OU IGUAL À 1,50M;M3;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;3741;19112;2021-02-22 07:00:00 UTC;2021-02-22 15:00:00 UTC;24;6,44;2021-02-22 11:00:00 UTC;253,37;38,01;3,726708075;6,665877401;5
ESCAVAÇÃO MECANIZADA 1;INFRA;MOVIMENTO DE TERRA;04-04-00;ESCAVAÇÃO MECÂNICA PARA FUNDAÇÕES E VALAS COM PROFUNDIDADE MENOR OU IGUAL À 4,0M;M3;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;7369;2705;2021-02-22 07:00:00 UTC;2021-02-22 17:00:00 UTC;9,5;191,57;2021-02-22 12:00:00 UTC;9,5;191,57;0,049590228;0,049590228;1
ESCAVAÇÃO MECANIZADA 1;INFRA;MOVIMENTO DE TERRA;04-04-00;ESCAVAÇÃO MECÂNICA PARA FUNDAÇÕES E VALAS COM PROFUNDIDADE MENOR OU IGUAL À 4,0M;M3;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;7370;2704;2021-02-22 07:00:00 UTC;2021-02-22 17:00:00 UTC;9,5;191,57;2021-02-22 12:00:00 UTC;19;383,14;0,049590228;0,049590228;2
ESCAVAÇÃO MECANIZADA 1;INFRA;MOVIMENTO DE TERRA;04-04-00;ESCAVAÇÃO MECÂNICA PARA FUNDAÇÕES E VALAS COM PROFUNDIDADE MENOR OU IGUAL À 4,0M;M3;0;;ESCAVADEIRA HIDRÁULICA;H;EQUIPAMENTO;;7371;2706;2021-02-22 07:00:00 UTC;2021-02-22 17:00:00 UTC;9,5;191,57;2021-02-22 12:00:00 UTC;9,5;191,57;0,049590228;0,049590228;1
ARMADURA;INFRA;PONTES E VIADUTOS;08-21-00;"FORNECIMENTO E APLICAÇÃO DE AÇO CA-50 - DIÂMETRO MAIOR OU IGUAL À 1/2""";KG;0;;ARMADOR (SGSP);H;MAO DE OBRA;;3847;18848;2021-02-22 07:00:00 UTC;2021-02-22 17:00:00 UTC;13,33;158,24;2021-02-22 12:00:00 UTC;13,33;158,24;0,08423913;0,08423913;1
ARMADURA;INFRA;PONTES E VIADUTOS;08-21-00;"FORNECIMENTO E APLICAÇÃO DE AÇO CA-50 - DIÂMETRO MAIOR OU IGUAL À 1/2""";KG;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;3846;18847;2021-02-22 07:00:00 UTC;2021-02-22 17:00:00 UTC;13,85;158,24;2021-02-22 12:00:00 UTC;13,85;158,24;0,087525278;0,087525278;1
ARMADURA;INFRA;PONTES E VIADUTOS;08-20-00;"FORNECIMENTO E APLICAÇÃO DE AÇO CA-50 - DIÂMETRO MENOR QUE 1/2""";KG;0;;ARMADOR (SGSP);H;MAO DE OBRA;;3877;18762;2021-02-22 07:00:00 UTC;2021-02-22 17:00:00 UTC;4;47,55;2021-02-22 12:00:00 UTC;9,6;220,31;0,084121977;0,043574963;2
ARMADURA;INFRA;PONTES E VIADUTOS;08-20-00;"FORNECIMENTO E APLICAÇÃO DE AÇO CA-50 - DIÂMETRO MENOR QUE 1/2""";KG;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;3876;18761;2021-02-22 07:00:00 UTC;2021-02-22 17:00:00 UTC;4,16;47,55;2021-02-22 12:00:00 UTC;12,76;220,31;0,087486856;0,057918388;2
CARGA MECANIZADA E REMOÇÃO 1;INFRA;PONTES E VIADUTOS;08-80-00;CARGA E REMOÇÃO DE ENTULHO ATÉ A DISTÂNCIA MÉDIA DE IDA E VOLTA DE 1KM;M3;0;;CAMINHÃO BASCULANTE;H;EQUIPAMENTO;;3616;19175;2021-02-22 10:28:00 UTC;2021-02-22 13:51:00 UTC;1,15;21,58;2021-02-22 12:09:30 UTC;3,16;65,57;0,053290083;0,048192771;3
CARGA MECANIZADA E REMOÇÃO 1;INFRA;PONTES E VIADUTOS;08-80-00;CARGA E REMOÇÃO DE ENTULHO ATÉ A DISTÂNCIA MÉDIA DE IDA E VOLTA DE 1KM;M3;0;;ESCAVADEIRA HIDRÁULICA;H;EQUIPAMENTO;;3615;19181;2021-02-22 10:28:00 UTC;2021-02-22 13:51:00 UTC;1;21,58;2021-02-22 12:09:30 UTC;2,9;65,57;0,046339203;0,044227543;3
ESTACA RAIZ;INFRA;FUNDAÇÕES;13-01-15;ESTACA TIPO RAIZ, 400MM, COM PERFURAÇÃO EM SOLO - 130T;M;0;;PERFURATRIZ 10T- DIÂMETRO MÁX 50 CM - PROFUNDIDADE MÁX 30 M;H;EQUIPAMENTO;;3769;843;2021-02-22 11:00:00 UTC;2021-02-22 16:30:00 UTC;5,5;12;2021-02-22 13:45:00 UTC;5,5;12;0,458333333;0,458333333;1
ESTACA RAIZ;INFRA;FUNDAÇÕES;13-01-15;ESTACA TIPO RAIZ, 400MM, COM PERFURAÇÃO EM SOLO - 130T;M;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;3767;842;2021-02-22 11:00:00 UTC;2021-02-22 16:30:00 UTC;11;12;2021-02-22 13:45:00 UTC;11;12;0,916666667;0,916666667;1
ESTACA RAIZ;INFRA;FUNDAÇÕES;13-01-15;ESTACA TIPO RAIZ, 400MM, COM PERFURAÇÃO EM SOLO - 130T;M;0;;BOMBA INJETORA DE ARGAMASSA;H;EQUIPAMENTO;;3770;844;2021-02-22 11:00:00 UTC;2021-02-22 16:30:00 UTC;5,5;12;2021-02-22 13:45:00 UTC;5,5;12;0,458333333;0,458333333;1
ESTACA RAIZ;INFRA;FUNDAÇÕES;13-01-15;ESTACA TIPO RAIZ, 400MM, COM PERFURAÇÃO EM SOLO - 130T;M;0;10501;AREIA LAVADA;M3;MATERIAL;;3768;841;2021-02-22 11:00:00 UTC;2021-02-22 16:30:00 UTC;1,8;12;2021-02-22 13:45:00 UTC;1,8;12;0,15;0,15;1
MANTA;INFRA;CANALIZAÇÃO DE TUBOS;06-69-01;FORNECIMENTO E COLOCAÇÃO DE MANTA GEOTÊXTIL COM RESISTÊNCIA À TRAÇÃO LONGITUDINAL DE 7KN/M E TRAÇÃO TRANSVERSAL DE 6KN/M;M2;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;7382;17532;2021-02-23 06:00:00 UTC;2021-02-23 06:30:00 UTC;1;317;2021-02-23 06:15:00 UTC;1;317;0,003154574;0,003154574;1
MANTA;INFRA;CANALIZAÇÃO DE TUBOS;06-69-01;FORNECIMENTO E COLOCAÇÃO DE MANTA GEOTÊXTIL COM RESISTÊNCIA À TRAÇÃO LONGITUDINAL DE 7KN/M E TRAÇÃO TRANSVERSAL DE 6KN/M;M2;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;7383;17530;2021-02-23 06:00:00 UTC;2021-02-23 06:30:00 UTC;1;317;2021-02-23 06:15:00 UTC;2;634;0,003154574;0,003154574;2
MANTA;INFRA;CANALIZAÇÃO DE TUBOS;06-69-01;FORNECIMENTO E COLOCAÇÃO DE MANTA GEOTÊXTIL COM RESISTÊNCIA À TRAÇÃO LONGITUDINAL DE 7KN/M E TRAÇÃO TRANSVERSAL DE 6KN/M;M2;0;;MANTA GEOTÊXTIL;M2;OUTROS;;7381;17531;2021-02-23 06:00:00 UTC;2021-02-23 06:30:00 UTC;317;317;2021-02-23 06:15:00 UTC;317;317;1;1;1
LASTRO DE RACHÃO;INFRA;SERVIÇOS COM AGREGADOS RECICLADOS DE RESÍDUOS DA CONSTRUÇÃO;14-01-01;FUNDAÇÃO DE RACHÃO;M3;0;2020;PEDREIRO (SGSP);H;MAO DE OBRA;;7384;17558;2021-02-23 07:00:00 UTC;2021-02-23 17:00:00 UTC;6;90,72;2021-02-23 12:00:00 UTC;6;90,72;0,066137566;0,066137566;1
LASTRO DE RACHÃO;INFRA;SERVIÇOS COM AGREGADOS RECICLADOS DE RESÍDUOS DA CONSTRUÇÃO;14-01-01;FUNDAÇÃO DE RACHÃO;M3;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;7386;2769;2021-02-23 07:00:00 UTC;2021-02-23 17:00:00 UTC;6;90,72;2021-02-23 12:00:00 UTC;6;90,72;0,066137566;0,066137566;1
LASTRO DE RACHÃO;INFRA;SERVIÇOS COM AGREGADOS RECICLADOS DE RESÍDUOS DA CONSTRUÇÃO;14-01-01;FUNDAÇÃO DE RACHÃO;M3;0;;ESCAVADEIRA HIDRÁULICA;H;EQUIPAMENTO;;7390;2772;2021-02-23 07:00:00 UTC;2021-02-23 17:00:00 UTC;3;90,72;2021-02-23 12:00:00 UTC;3;90,72;0,033068783;0,033068783;1
LASTRO DE RACHÃO;INFRA;SERVIÇOS COM AGREGADOS RECICLADOS DE RESÍDUOS DA CONSTRUÇÃO;14-01-01;FUNDAÇÃO DE RACHÃO;M3;0;;ROLO COMPACTADOR VIBRATÓRIO;H;EQUIPAMENTO;;7388;2773;2021-02-23 07:00:00 UTC;2021-02-23 17:00:00 UTC;3;90,72;2021-02-23 12:00:00 UTC;3;90,72;0,033068783;0,033068783;1
BASE BG E BGTC;INFRA;PAVIMENTAÇÃO;05-48-00;BASE DE BRITA GRADUADA;M3;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;7337;2905;2021-02-23 07:00:00 UTC;2021-02-23 17:00:00 UTC;8;32,76;2021-02-23 12:00:00 UTC;8;32,76;0,244200244;0,244200244;1
